,trial_index,arm_name,trial_status,generation_node,k_mean,Kr,Rs,Ar,Vf
0,0,0_0,COMPLETED,Sobol,0.342610874298556,5.0,0.0001,3.0,45.0
1,1,1_0,COMPLETED,Sobol,0.065408063641234,10.0,10000000000.0,5.0,10.0
2,2,2_0,COMPLETED,Sobol,0.187722078323923,70.0,0.0001,1.0,50.0
3,3,3_0,COMPLETED,Sobol,0.1167732680167,25.0,1000000.0,5.0,30.0
4,4,4_0,COMPLETED,Sobol,0.074661550818223,15.0,0.0001,4.0,20.0
5,5,5_0,COMPLETED,Sobol,0.2470443097651,100.0,100.0,2.0,60.0
6,6,6_0,COMPLETED,Sobol,0.077846095355865,40.0,0.01,6.0,15.0
7,7,7_0,COMPLETED,Sobol,0.250109692653497,10.0,100000000.0,2.0,40.0
8,8,8_0,COMPLETED,Sobol,0.400775287010127,10.0,0.0001,6.0,60.0
9,9,9_0,COMPLETED,Sobol,0.048358888063369,40.0,1000000.0,1.0,25.0
10,10,10_0,COMPLETED,Sobol,0.14349448417466,100.0,100.0,4.0,35.0
11,11,11_0,COMPLETED,Sobol,0.069745168144455,10.0,10000000000.0,2.0,15.0
12,12,12_0,COMPLETED,LogExpectedImprovement,0.06731187180473,10.0,10000000000.0,1.0,15.0
13,13,13_0,COMPLETED,LogExpectedImprovement,0.023970208129922,25.0,100000000.0,1.0,10.0
14,14,14_0,COMPLETED,LogExpectedImprovement,0.026729525122698,25.0,0.0001,1.0,10.0
15,15,15_0,COMPLETED,LogExpectedImprovement,0.055571852140235,10.0,10000000000.0,1.0,10.0
16,16,15_0,COMPLETED,LogExpectedImprovement,0.046701372730324,10.0,10000000000.0,1.0,5.0
17,17,15_0,COMPLETED,LogExpectedImprovement,0.08258375640435,10.0,10000000000.0,1.0,20.0
18,18,12_0,COMPLETED,LogExpectedImprovement,0.10159633102379,10.0,10000000000.0,1.0,25.0
19,19,19_0,COMPLETED,LogExpectedImprovement,0.047570748915401,10.0,10000000000.0,2.0,5.0
20,20,20_0,COMPLETED,LogExpectedImprovement,0.048674111288145,10.0,10000000000.0,3.0,5.0
21,21,21_0,COMPLETED,LogExpectedImprovement,0.057826094760909,10.0,10000000000.0,2.0,10.0
22,22,22_0,COMPLETED,LogExpectedImprovement,0.060353581265985,10.0,10000000000.0,3.0,10.0
