,trial_index,arm_name,trial_status,generation_node,k_mean,Kr,Rs,Ar,Vf
0,0,0_0,COMPLETED,Sobol,0.315450117347277,100.0,0.0001,3.0,15.0
1,1,1_0,COMPLETED,Sobol,0.353878049357896,5.0,10000.0,6.0,45.0
2,2,2_0,COMPLETED,Sobol,0.050884668075716,15.0,100.0,1.0,25.0
3,3,3_0,COMPLETED,Sobol,0.310310523305256,10.0,10000000000.0,4.0,50.0
4,4,4_0,COMPLETED,Sobol,0.26855636543335,40.0,0.01,6.0,55.0
5,5,5_0,COMPLETED,Sobol,0.070708099240066,25.0,100000000.0,2.0,30.0
6,6,6_0,COMPLETED,Sobol,0.20922562473274,10.0,0.0001,5.0,35.0
7,7,7_0,COMPLETED,Sobol,0.228064777118797,70.0,1000000.0,2.0,5.0
8,8,8_0,COMPLETED,Sobol,0.14479562827514,70.0,100.0,5.0,30.0
9,9,9_0,COMPLETED,Sobol,0.398242839413717,10.0,10000000000.0,2.0,60.0
10,10,10_0,COMPLETED,Sobol,0.035352112107562,25.0,0.0001,5.0,10.0
11,11,11_0,COMPLETED,Sobol,0.096291143946712,40.0,10000.0,3.0,40.0
12,12,12_0,COMPLETED,ProbabilityOfImp,0.033856466263711,25.0,0.01,3.0,15.0
13,13,13_0,COMPLETED,ProbabilityOfImp,0.036083499776436,15.0,0.01,2.0,15.0
14,14,14_0,COMPLETED,ProbabilityOfImp,0.048063495809143,25.0,0.01,3.0,20.0
15,15,15_0,COMPLETED,ProbabilityOfImp,0.024799703913813,25.0,0.01,3.0,10.0
16,16,16_0,COMPLETED,ProbabilityOfImp,0.018303020778793,25.0,0.01,3.0,5.0
17,17,17_0,COMPLETED,ProbabilityOfImp,0.019546515641014,25.0,0.01,4.0,5.0
18,18,18_0,COMPLETED,ProbabilityOfImp,0.074885541411576,25.0,100.0,3.0,5.0
19,19,19_0,COMPLETED,ProbabilityOfImp,0.017613128485678,25.0,0.01,2.0,5.0
20,20,20_0,COMPLETED,ProbabilityOfImp,0.023045836206202,25.0,0.0001,3.0,5.0
21,21,21_0,COMPLETED,ProbabilityOfImp,0.017094097079853,25.0,0.01,1.0,5.0
22,22,22_0,COMPLETED,ProbabilityOfImp,0.021652557792597,15.0,0.01,1.0,5.0
23,23,23_0,COMPLETED,ProbabilityOfImp,0.03327647962514,15.0,0.0001,6.0,5.0
24,24,24_0,COMPLETED,ProbabilityOfImp,0.073799615541659,25.0,10000.0,1.0,25.0
25,25,25_0,COMPLETED,ProbabilityOfImp,0.170164908929017,55.0,100000000.0,1.0,40.0
26,26,26_0,COMPLETED,ProbabilityOfImp,0.02490825516102,15.0,0.01,6.0,5.0
27,27,27_0,COMPLETED,ProbabilityOfImp,0.08258375640435,10.0,10000000000.0,1.0,20.0
28,28,28_0,COMPLETED,ProbabilityOfImp,0.10629610424218,10.0,10000000000.0,6.0,20.0
29,29,29_0,COMPLETED,ProbabilityOfImp,0.353789014218273,40.0,0.01,1.0,5.0
30,30,30_0,COMPLETED,ProbabilityOfImp,0.073706400746249,15.0,100000000.0,1.0,25.0
31,31,31_0,COMPLETED,ProbabilityOfImp,0.168213630497123,40.0,100000000.0,1.0,45.0
32,32,32_0,COMPLETED,ProbabilityOfImp,0.175185249894347,25.0,1000000.0,6.0,40.0
33,33,33_0,COMPLETED,ProbabilityOfImp,0.06731187180473,10.0,10000000000.0,1.0,15.0
34,34,33_0,COMPLETED,ProbabilityOfImp,0.055571852140235,10.0,10000000000.0,1.0,10.0
35,35,33_0,COMPLETED,ProbabilityOfImp,0.046701372730324,10.0,10000000000.0,1.0,5.0
36,36,33_0,COMPLETED,ProbabilityOfImp,0.10159633102379,10.0,10000000000.0,1.0,25.0
37,37,33_0,COMPLETED,ProbabilityOfImp,0.069745168144455,10.0,10000000000.0,2.0,15.0
38,38,33_0,COMPLETED,ProbabilityOfImp,0.086768374666827,10.0,10000000000.0,2.0,20.0
39,39,33_0,COMPLETED,ProbabilityOfImp,0.057826094760909,10.0,10000000000.0,2.0,10.0
40,40,33_0,COMPLETED,ProbabilityOfImp,0.047570748915401,10.0,10000000000.0,2.0,5.0
41,41,33_0,COMPLETED,ProbabilityOfImp,0.10510765025223,10.0,10000000000.0,2.0,25.0
42,42,33_0,COMPLETED,ProbabilityOfImp,0.12298717167541,10.0,10000000000.0,1.0,30.0
43,43,33_0,COMPLETED,ProbabilityOfImp,0.131167697842333,10.0,10000000000.0,2.0,30.0
44,44,33_0,COMPLETED,ProbabilityOfImp,0.151463846721103,10.0,10000000000.0,1.0,35.0
45,45,33_0,COMPLETED,ProbabilityOfImp,0.074768484445228,10.0,10000000000.0,3.0,15.0
46,46,33_0,COMPLETED,ProbabilityOfImp,0.060353581265985,10.0,10000000000.0,3.0,10.0
47,47,33_0,COMPLETED,ProbabilityOfImp,0.093664244336056,10.0,10000000000.0,3.0,20.0
48,48,33_0,COMPLETED,ProbabilityOfImp,0.16058106871065,10.0,10000000000.0,2.0,35.0
49,49,33_0,COMPLETED,ProbabilityOfImp,0.048674111288145,10.0,10000000000.0,3.0,5.0
50,50,33_0,COMPLETED,ProbabilityOfImp,0.115673492187913,10.0,10000000000.0,3.0,25.0
51,51,33_0,COMPLETED,ProbabilityOfImp,0.187184249922173,10.0,10000000000.0,1.0,40.0
52,52,33_0,COMPLETED,ProbabilityOfImp,0.141900154142867,10.0,10000000000.0,3.0,30.0
53,53,33_0,COMPLETED,ProbabilityOfImp,0.196934660137213,10.0,10000000000.0,2.0,40.0
54,54,33_0,COMPLETED,ProbabilityOfImp,0.171943464433853,10.0,10000000000.0,3.0,35.0
