,trial_index,arm_name,trial_status,generation_node,k_mean,Kr,Rs,Ar,Vf
0,0,0_0,COMPLETED,Sobol,0.19077539531416,10.0,100000000.0,3.0,30.0
1,1,1_0,COMPLETED,Sobol,0.192143876232897,70.0,0.0001,5.0,45.0
2,2,2_0,COMPLETED,Sobol,0.024879750180163,40.0,10000.0,2.0,10.0
3,3,3_0,COMPLETED,Sobol,0.272613541810876,25.0,0.01,6.0,50.0
4,4,4_0,COMPLETED,Sobol,0.418061355311907,15.0,1000000.0,4.0,60.0
5,5,5_0,COMPLETED,Sobol,0.02438391709083,55.0,100.0,2.0,15.0
6,6,6_0,COMPLETED,Sobol,0.195852860065283,100.0,100.0,5.0,40.0
7,7,7_0,COMPLETED,Sobol,0.16834919828335,5.0,0.0001,1.0,20.0
8,8,8_0,COMPLETED,Sobol,0.159758804808207,5.0,10000.0,6.0,15.0
9,9,9_0,COMPLETED,Sobol,0.174924864661187,100.0,0.0001,1.0,55.0
10,10,10_0,COMPLETED,Sobol,0.09392698484172,55.0,100000000.0,4.0,20.0
11,11,11_0,COMPLETED,Sobol,0.126408415768367,15.0,0.01,3.0,35.0
12,12,12_0,COMPLETED,Sobol,0.166326023202477,25.0,100000000.0,1.0,45.0
13,13,13_0,COMPLETED,Sobol,0.075978899585172,40.0,0.0001,6.0,25.0
14,14,14_0,COMPLETED,Sobol,0.013333299654842,70.0,100.0,3.0,50.0
15,15,15_0,COMPLETED,Sobol,0.091711596253981,10.0,100.0,5.0,5.0
16,16,16_0,COMPLETED,Sobol,0.101210695382707,10.0,1000000.0,1.0,40.0
17,17,17_0,COMPLETED,Sobol,0.108532507906797,70.0,100.0,6.0,25.0
18,18,18_0,COMPLETED,Sobol,0.062996924425083,40.0,100000000.0,3.0,60.0
19,19,19_0,COMPLETED,Sobol,0.039110902678085,25.0,0.01,4.0,15.0
20,20,20_0,COMPLETED,Sobol,0.046327145319586,15.0,100000000.0,6.0,10.0
21,21,21_0,COMPLETED,Sobol,0.231405061639637,55.0,0.01,1.0,55.0
22,22,22_0,COMPLETED,Sobol,0.184737898573293,100.0,100.0,4.0,30.0
