Kr,Rs,Ar,Vf (%),k,k_egv,k_mean,k_std,k_max,k_min
25,0.01,1,40,"[[0.12851420627948, 0.0026365863399587, 0.0011134267665546], [0.0026365863399587, 0.12322834116139, 0.0072789965782735], [0.0011134267665546, 0.0072789965782735, 0.12228572890267]]","[0.13209717991894782, 0.12654597467030707, 0.11538512175428502]",0.124676092114513,0.008511496202438,0.132097179918948,0.115385121754285
25,0.01,2,40,"[[0.13867092944198, -0.005337377939396, 0.002794824197848], [-0.005337377939396, 0.13656412150526, 0.0037733588731269], [0.002794824197848, 0.0037733588731269, 0.13656175942198]]","[0.12919150425949988, 0.14307035823623812, 0.13953494787348192]",0.137265603456407,0.007212356756941,0.143070358236238,0.1291915042595
25,0.01,3,40,"[[0.1508238386307, 0.0046936647508064, -0.0019231655459147], [0.0046936647508064, 0.15447387333657, -0.001356477467358], [-0.0019231655459147, -0.001356477467358, 0.15252934361296]]","[0.15850704266993804, 0.14746580536099937, 0.15185420754929263]",0.152609018526743,0.005559184745701,0.158507042669938,0.147465805360999
25,0.01,4,40,"[[0.173112745756, 0.0048710979513369, -0.013747380344365], [0.0048710979513369, 0.16996696570142, -0.0010124236871235], [-0.013747380344365, -0.0010124236871235, 0.16351895746566]]","[0.18433503695678516, 0.15350300033833109, 0.16876063162796373]",0.16886622297436,0.015416289523091,0.184335036956785,0.153503000338331
25,0.01,5,40,"[[0.17958642880266, 0.012080245766634, -0.0090083410177886], [0.012080245766634, 0.17335374213413, 0.0040522818581416], [-0.0090083410177886, 0.0040522818581416, 0.18455010289291]]","[0.1607004565565657, 0.19278995868173662, 0.18399985859139778]",0.1791634246099,0.016582441222672,0.192789958681737,0.160700456556566
25,0.01,6,40,"[[0.18129749566306, 0.003600685519478, -0.0069534932714491], [0.003600685519478, 0.17448828914623, 0.003786264047806], [-0.0069534932714491, 0.003786264047806, 0.1770150344515]]","[0.16782972056782366, 0.18647330930315342, 0.1784977893898128]",0.17760027308693,0.00935414356681,0.186473309303153,0.167829720567824
25,0.01,1,45,"[[0.1716513733937, 0.0029614004079443, 0.0010586026052561], [0.0029614004079443, 0.16462711039471, 0.0034122795967266], [0.0010586026052561, 0.0034122795967266, 0.16618918144162]]","[0.17345947352897118, 0.16740304399938352, 0.1616051477016754]",0.167489221743343,0.005927632761701,0.173459473528971,0.161605147701675
25,0.01,2,45,"[[0.17779401018293, -0.0039519276993282, 0.0056783867005155], [-0.0039519276993282, 0.18074324046997, -0.0010137225973646], [0.0056783867005155, -0.0010137225973646, 0.18736034515607]]","[0.19071797664562457, 0.17366047742876264, 0.1815191417345826]",0.181965865269657,0.008537519623456,0.190717976645625,0.173660477428763
25,0.01,3,45,"[[0.19757501902618, -0.0019367977557851, -0.0011037552151365], [-0.0019367977557851, 0.19747430128714, -0.0014892643232268], [-0.0011037552151365, -0.0014892643232268, 0.18314017487358]]","[0.1994661156330715, 0.1958522909576566, 0.182871088596172]",0.192729831728967,0.008727029524127,0.199466115633071,0.182871088596172
25,0.01,4,45,"[[0.21829056326813, 0.0095390759788764, -0.014625556163205], [0.0095390759788764, 0.20672344979362, -0.0031605266707905], [-0.014625556163205, -0.0031605266707905, 0.21391222671511]]","[0.23409531916284693, 0.19861286691165053, 0.20621805370236237]",0.212975413258953,0.01868147573326,0.234095319162847,0.198612866911651
25,0.01,5,45,"[[0.22472402555519, 0.018028722180465, -0.013216181464055], [0.018028722180465, 0.2110294397152, 0.0057593655668848], [-0.013216181464055, 0.0057593655668848, 0.23053320995341]]","[0.19429345555728905, 0.24330658716087153, 0.22868663250563967]",0.222095558407933,0.025162540823983,0.243306587160871,0.194293455557289
25,0.01,6,45,"[[0.23038205822319, 0.0064448544941011, -0.011468315697752], [0.0064448544941011, 0.20901018312829, 0.0034987890265276], [-0.011468315697752, 0.0034987890265276, 0.22708970209765]]","[0.24054697873988815, 0.2209779760206033, 0.20495698868863887]",0.222160647816377,0.017824446201619,0.240546978739888,0.204956988688639
25,0.01,1,50,"[[0.21718754899946, 0.0020800406124722, 0.0016111102547189], [0.0020800406124722, 0.2109528288089, 0.0093499472167694], [0.0016111102547189, 0.0093499472167694, 0.2123036389271]]","[0.22231865508303358, 0.2158838469457578, 0.20224151470666862]",0.21348133891182,0.010251922993415,0.222318655083034,0.202241514706669
25,0.01,2,50,"[[0.22886325018438, -0.0077746381286164, 0.0019581335213308], [-0.0077746381286164, 0.23546416910036, 0.0021774471756282], [0.0019581335213308, 0.0021774471756282, 0.23521704769033]]","[0.22305515426400202, 0.24071735263765334, 0.2357719600734145]",0.23318148899169,0.009111598002902,0.240717352637653,0.223055154264002
25,0.01,3,50,"[[0.24810277267744, -0.008832989958889, -0.003357292370311], [-0.008832989958889, 0.24618736241353, 0.0049518426697023], [-0.003357292370311, 0.0049518426697023, 0.23354687181637]]","[0.2574467240689899, 0.23856021707569322, 0.2318300657626565]",0.24261233563578,0.013280363109291,0.25744672406899,0.231830065762656
25,0.01,4,50,"[[0.26627314542003, 0.0052902024157387, -0.015883125866136], [0.0052902024157387, 0.25592966168824, -0.0053019097908875], [-0.015883125866136, -0.0053019097908875, 0.26093867942956]]","[0.28186037985621587, 0.24744158568441277, 0.2538395209972011]",0.261047162179276,0.018306444674415,0.281860379856216,0.247441585684413
25,0.01,5,50,"[[0.27830815070812, 0.021608877237204, -0.0089363198534455], [0.021608877237204, 0.24890176969081, 0.0016209783227875], [-0.0089363198534455, 0.0016209783227875, 0.27698347987588]]","[0.23666794743166966, 0.29303463543251707, 0.274490817410623]",0.26806446675827,0.028727588936012,0.293034635432517,0.23666794743167
25,0.01,6,50,"[[0.28127392713145, 0.0082532571230056, -0.0095113655762627], [0.0082532571230056, 0.25598040436635, -0.0005042085112064], [-0.0095113655762627, -0.0005042085112064, 0.28058629393483]]","[0.29160476160391546, 0.27291338434676415, 0.2533224794819501]",0.272613541810876,0.019142902347246,0.291604761603915,0.25332247948195
25,0.01,1,55,"[[0.28274708870948, 0.0008170506646908, 0.0037163233532942], [0.0008170506646908, 0.27394308117967, 0.0042019305424059], [0.0037163233532942, 0.0042019305424059, 0.27329761790359]]","[0.2845195956764475, 0.2764361850058397, 0.26903200711045244]",0.276662595930913,0.007746276287845,0.284519595676447,0.269032007110452
25,0.01,2,55,"[[0.28481935331539, -0.0049786442438429, 0.0050646923528632], [-0.0049786442438429, 0.29137455226654, 0.0016068336888964], [0.0050646923528632, 0.0016068336888964, 0.28194850188419]]","[0.27679191498969313, 0.28719461880996816, 0.2941558736664588]",0.286047469155373,0.008738634302889,0.294155873666459,0.276791914989693
25,0.01,3,55,"[[0.30335043441102, -0.0074933685347678, -0.005885803015691], [-0.0074933685347678, 0.29682048671879, 0.0017194508129347], [-0.005885803015691, 0.0017194508129347, 0.29828825777081]]","[0.31100160440113633, 0.29127188073331145, 0.29618569376617165]",0.299486392966873,0.010270660174123,0.311001604401136,0.291271880733311
25,0.01,4,55,"[[0.32144366649785, 0.0017289937102385, -0.010958223607283], [0.0017289937102385, 0.30674020921241, -0.001758572050917], [-0.010958223607283, -0.001758572050917, 0.31801830208033]]","[0.3310703931136128, 0.30866019577847104, 0.30647158889850673]",0.315400725930197,0.01361438034756,0.331070393113613,0.306471588898507
25,0.01,5,55,"[[0.32651846368483, 0.0099846086740278, -0.010002762519354], [0.0099846086740278, 0.31031079980951, 0.0026870285217856], [-0.010002762519354, 0.0026870285217856, 0.3343085051007]]","[0.30394441973722836, 0.32561171669354905, 0.3415816321642629]",0.32371258953168,0.018890340198158,0.341581632164263,0.303944419737228
25,0.01,6,55,"[[0.33199769062793, -0.0063657844116368, -0.012687438581812], [-0.0063657844116368, 0.31023481001554, 0.0033270067972056], [-0.012687438581812, 0.0033270067972056, 0.33884932985854]]","[0.3496503811209428, 0.32292239478923596, 0.3085090545918308]",0.327027276834003,0.020875577347581,0.349650381120943,0.308509054591831
25,0.01,1,60,"[[0.34267110461892, 0.0052982396524245, 0.0088173762060855], [0.0052982396524245, 0.34145789662042, 0.0070922313233672], [0.0088173762060855, 0.0070922313233672, 0.34304274775214]]","[0.35673564809571057, 0.33678919645310174, 0.33364690444266754]",0.34239058299716,0.012522147151386,0.356735648095711,0.333646904442667
25,0.01,2,60,"[[0.35107223074226, -0.002043767270377, 0.0005178791340638], [-0.002043767270377, 0.35251401871161, 0.0057656119616605], [0.0005178791340638, 0.0057656119616605, 0.34098663387518]]","[0.3555536407898826, 0.35054924973530843, 0.3384699928038594]",0.348190961109683,0.008782590794231,0.355553640789883,0.338469992803859
25,0.01,3,60,"[[0.36384919733661, -0.011690341047227, -0.001129814326019], [-0.011690341047227, 0.36517881771569, 0.0041562069099271], [-0.001129814326019, 0.0041562069099271, 0.36084045744547]]","[0.37711830160144905, 0.35228510982283756, 0.3604650610734831]",0.36328949083259,0.012655232359638,0.377118301601449,0.352285109822838
25,0.01,4,60,"[[0.38523798490475, 0.0038010192767474, -0.012581534497332], [0.0038010192767474, 0.36131540004187, 0.0012140544311106], [-0.012581534497332, 0.0012140544311106, 0.37568791455292]]","[0.39410361314462683, 0.36837365416293194, 0.3597640321919811]",0.374080433166513,0.017866930344847,0.394103613144627,0.359764032191981
25,0.01,5,60,"[[0.38312292238543, 0.0065686233207261, -0.007458202958644], [0.0065686233207261, 0.36984683231436, 0.0044815848519511], [-0.007458202958644, 0.0044815848519511, 0.39703289589228]]","[0.3655310556078479, 0.38411509612552347, 0.4003564988586987]",0.383334216864023,0.017425848723099,0.400356498858699,0.365531055607848
25,0.01,6,60,"[[0.39071786220771, -0.0079871099408003, -0.012513009518276], [-0.0079871099408003, 0.3713341248812, 0.0028911649404095], [-0.012513009518276, 0.0028911649404095, 0.39829788052532]]","[0.4089444368690903, 0.3830350066869216, 0.3683704240582184]",0.386783289204743,0.020545068636275,0.40894443686909,0.368370424058218
25,100,1,5,"[[0.071833702083739, 0.0002190722296261, -0.0002054174544823], [0.0002190722296261, 0.072343411254182, 0.0001090953249175], [-0.0002054174544823, 0.0001090953249175, 0.072287641070443]]","[0.07166672262208823, 0.07236026011993767, 0.07243777166633801]",0.072154918136121,0.000424562309794,0.072437771666338,0.071666722622088
25,100,2,5,"[[0.072905199454006, -8.7498444570495e-06, -0.0001469342230583], [-8.7498444570495e-06, 0.07336723165932, -0.0003827284460365], [-0.0001469342230583, -0.0003827284460365, 0.074779695654339]]","[0.07488667189857649, 0.07289006331535154, 0.07327539155373698]",0.073684042255888,0.001059177985953,0.074886671898577,0.072890063315352
25,100,3,5,"[[0.074585829788734, -0.0004889123663728, 0.0003113191227927], [-0.0004889123663728, 0.074754243614101, -0.0006110039280079], [0.0003113191227927, -0.0006110039280079, 0.075316550831894]]","[0.07592116804224741, 0.07414121881590338, 0.0745942373765782]",0.074885541411576,0.000925039643851,0.075921168042247,0.074141218815903
25,100,4,5,"[[0.076133714051727, -0.0007749016420042, -0.0003738922771213], [-0.0007749016420042, 0.075865342493911, 0.0002565012061018], [-0.0003738922771213, 0.0002565012061018, 0.078461947416112]]","[0.07521245865405973, 0.07667228152771552, 0.07857626377997479]",0.076820334653917,0.001686782744581,0.078576263779975,0.07521245865406
25,100,5,5,"[[0.076473938020171, 0.0010409567282344, -0.0010412621536259], [0.0010409567282344, 0.076552042321855, 0.0005429500164103], [-0.0010412621536259, 0.0005429500164103, 0.079661228135795]]","[0.07518479337978741, 0.07751501649356725, 0.07998739860446637]",0.07756240282594,0.002401653250242,0.079987398604466,0.075184793379787
25,100,6,5,"[[0.076342783024806, 0.0007108733928208, -0.0015248471414816], [0.0007108733928208, 0.077462171501414, -0.000744159833172], [-0.0015248471414816, -0.000744159833172, 0.079759280617575]]","[0.08062806716149487, 0.07566217678430434, 0.07727399119799587]",0.077854745047932,0.002533371880564,0.080628067161495,0.075662176784304
25,100,1,10,"[[0.07529786588573, 4.4784406549732e-05, -0.0003971869308219], [4.4784406549732e-05, 0.076076655603341, 0.0006574181016549], [-0.0003971869308219, 0.0006574181016549, 0.076590564037756]]","[0.07709191288141992, 0.07511688809199667, 0.07575628455341038]",0.075988361842276,0.001007757724215,0.07709191288142,0.075116888091997
25,100,2,10,"[[0.077368151009942, -0.0007801082298443, 0.0002224812362866], [-0.0007801082298443, 0.081014281728082, -0.0004290081637975], [0.0002224812362866, -0.0004290081637975, 0.079883100892062]]","[0.0772016415690997, 0.08132458351890502, 0.07973930854208135]",0.079421844543362,0.002079723568946,0.081324583518905,0.0772016415691
25,100,3,10,"[[0.081694449265596, -0.0012396964319512, 0.0003301064343469], [-0.0012396964319512, 0.08313190402142, -0.0001331693560049], [0.0003301064343469, -0.0001331693560049, 0.083616548474482]]","[0.080961856735587, 0.08403912041920474, 0.08344192460670613]",0.082814300587166,0.001631815515632,0.084039120419205,0.080961856735587
25,100,4,10,"[[0.085211830348431, -0.001737348860433, -0.0003852901457528], [-0.001737348860433, 0.084904444881127, 0.0010102842206254], [-0.0003852901457528, 0.0010102842206254, 0.087521621565223]]","[0.08325523616519667, 0.08615703640332928, 0.08822562422625507]",0.085879298931594,0.002496806549732,0.088225624226255,0.083255236165197
25,100,5,10,"[[0.085835585810187, 0.001365475668295, -0.0006606940545389], [0.001365475668295, 0.087514980833557, 0.0017422495493453], [-0.0006606940545389, 0.0017422495493453, 0.09107155130694]]","[0.08472940603541186, 0.08790825609753411, 0.09178445581773802]",0.088140705983561,0.00353326429381,0.091784455817738,0.084729406035412
25,100,6,10,"[[0.086926663876413, 0.0018096132200857, -0.0014597210251529], [0.0018096132200857, 0.091076682400693, 0.0013463325023824], [-0.0014597210251529, 0.0013463325023824, 0.09110938327755]]","[0.08562149222995025, 0.09103644124272271, 0.09245479608198297]",0.089704243184885,0.00360618553773,0.092454796081983,0.08562149222995
25,100,1,15,"[[0.08267197455132, -0.0003659025082983, -0.0010603277752604], [-0.0003659025082983, 0.081418075439601, 0.0008045101384493], [-0.0010603277752604, 0.0008045101384493, 0.081948301621025]]","[0.08369685849068964, 0.08158850237568684, 0.08075299074556941]",0.082012783870649,0.001517102638392,0.08369685849069,0.080752990745569
25,100,2,15,"[[0.084204763552118, -0.0006089308556792, -0.0003379208223398], [-0.0006089308556792, 0.086366722079639, -0.0003473465438612], [-0.0003379208223398, -0.0003473465438612, 0.0874141784329]]","[0.08399432823120705, 0.0864650527246805, 0.08752628310876948]",0.085995221354886,0.001812245141066,0.08752628310877,0.083994328231207
25,100,3,15,"[[0.091144531393062, -0.001070699039531, -0.0013176350643993], [-0.001070699039531, 0.093003588472342, -0.000669010841905], [-0.0013176350643993, -0.000669010841905, 0.09275825055643]]","[0.08989463956711652, 0.09344918850009538, 0.09356254235462202]",0.092302123473945,0.002085712431116,0.093562542354622,0.089894639567117
25,100,4,15,"[[0.098427997116919, -0.0003806919336298, -0.0007916932412789], [-0.0003806919336298, 0.099123427193119, 0.0004847780835904], [-0.0007916932412789, 0.0004847780835904, 0.096836361759918]]","[0.09647328540759711, 0.09838749645525435, 0.09952700420710443]",0.098129262023319,0.001543150476458,0.099527004207104,0.096473285407597
25,100,5,15,"[[0.098887529177402, 0.0009538216394031, -0.0013721753196016], [0.0009538216394031, 0.10138888135289, 0.0005638566795186], [-0.0013721753196016, 0.0005638566795186, 0.10274417612484]]","[0.0980937618856792, 0.10170588654033133, 0.1032209382291215]",0.101006862218377,0.00263409577772,0.103220938229121,0.098093761885679
25,100,6,15,"[[0.099236292393912, 0.0035988101449545, -0.0046602144183955], [0.0035988101449545, 0.10486755308817, 0.0008818169891223], [-0.0046602144183955, 0.0008818169891223, 0.10507635499029]]","[0.09530852747683406, 0.10810146942719157, 0.10577020356834647]",0.103060066824124,0.006813477219129,0.108101469427192,0.095308527476834
25,100,1,20,"[[0.091268087721262, -0.0008018521713264, -0.0023604506685596], [-0.0008018521713264, 0.089342029379108, 0.0010301159593792], [-0.0023604506685596, 0.0010301159593792, 0.09089488067918]]","[0.09382047385840903, 0.08908383421097946, 0.08860068971016152]",0.090501665926517,0.00288430610698,0.093820473858409,0.088600689710162
25,100,2,20,"[[0.094725963243806, -0.0003468569827787, 0.0011152347139487], [-0.0003468569827787, 0.096564952452662, 0.0003420288089463], [0.0011152347139487, 0.0003420288089463, 0.10024973368203]]","[0.10048507094587364, 0.09443169758241557, 0.09662388085020875]",0.097180216459499,0.00306479432458,0.100485070945874,0.094431697582416
25,100,3,20,"[[0.10240457743495, -0.0007619145256834, -0.0024615809992082], [-0.0007619145256834, 0.10846529570709, 0.0012616332667464], [-0.0024615809992082, 0.0012616332667464, 0.10626932803594]]","[0.1012049286449302, 0.10641656363472274, 0.10951770889832707]",0.105713067059327,0.004200804620428,0.109517708898327,0.10120492864493
25,100,4,20,"[[0.11400699797138, 0.0008928710628188, -0.003028595349531], [0.0008928710628188, 0.11064275729673, -0.0015032382988894], [-0.003028595349531, -0.0015032382988894, 0.11007872093394]]","[0.11607610304549909, 0.11057257279751152, 0.10807980035903941]",0.111576158734017,0.004091528163454,0.116076103045499,0.108079800359039
25,100,5,20,"[[0.11813934418962, 0.0053240124430152, -0.0032781885426361], [0.0053240124430152, 0.11961645291692, 0.0002892167500509], [-0.0032781885426361, 0.0002892167500509, 0.1167262876186]]","[0.12475857586436663, 0.1119266469598281, 0.11779686190094515]",0.11816069490838,0.00642369680914,0.124758575864367,0.111926646959828
25,100,6,20,"[[0.11914887118961, 0.0063191843605688, -0.006750185681818], [0.0063191843605688, 0.12242944536352, 0.0033720816693094], [-0.006750185681818, 0.0033720816693094, 0.11882965969543]]","[0.10875733748092412, 0.12775744698087824, 0.12389319178675773]",0.120135992082853,0.010041835114352,0.127757446980878,0.108757337480924
25,100,1,25,"[[0.10224787002405, -4.5372050265642e-05, -0.0028355318528907], [-4.5372050265642e-05, 0.10085962914596, 0.0013383126818255], [-0.0028355318528907, 0.0013383126818255, 0.10217360488586]]","[0.10526822922235732, 0.0989044213584455, 0.10110845347506732]",0.101760368018623,0.003231602862555,0.105268229222357,0.098904421358446
25,100,2,25,"[[0.10631315799765, -0.0003323405494303, 0.00185662962743], [-0.0003323405494303, 0.10906120428349, -0.0002687113127107], [0.00185662962743, -0.0002687113127107, 0.11145316695868]]","[0.1056963698337852, 0.112095988360304, 0.10903517104573088]",0.108942509746607,0.00320081535058,0.112095988360304,0.105696369833785
25,100,3,25,"[[0.11837126497328, 0.0009211439735528, -0.0011293410044289], [0.0009211439735528, 0.12519145243517, 0.0024582854824697], [-0.0011293410044289, 0.0024582854824697, 0.12140895118434]]","[0.11758693037555806, 0.12096902695162771, 0.12641571126560427]",0.121657222864263,0.004454441964123,0.126415711265604,0.117586930375558
25,100,4,25,"[[0.13211754822117, 0.001670583376002, -0.003301822720709], [0.001670583376002, 0.13436785352859, 0.0017933050919676], [-0.003301822720709, 0.0017933050919676, 0.12715500140632]]","[0.12491789751751559, 0.133465427931134, 0.13525707770743042]",0.131213467718693,0.005525228986087,0.13525707770743,0.124917897517516
25,100,5,25,"[[0.13911274664967, 0.0052890183740569, -0.0037121894619617], [0.0052890183740569, 0.13721140628842, 0.0023306915997461], [-0.0037121894619617, 0.0023306915997461, 0.13689870323077]]","[0.13015660904948387, 0.14387412895641458, 0.13919211816296134]",0.137740952056287,0.006972947755514,0.143874128956415,0.130156609049484
25,100,6,25,"[[0.13873400812153, 0.0055006455907067, -0.0055116351180016], [0.0055006455907067, 0.14250077018697, 0.0040061857718607], [-0.0055116351180016, 0.0040061857718607, 0.13639536946348]]","[0.12873932588284345, 0.14643202940550235, 0.14245879248363413]",0.139210049257327,0.009282978449724,0.146432029405502,0.128739325882844
25,100,1,30,"[[0.11497167359816, -0.0007168941983863, -0.0025419146076898], [-0.0007168941983863, 0.11278722154595, 0.001753219711173], [-0.0025419146076898, 0.001753219711173, 0.11544107187678]]","[0.11833684196938529, 0.11308790537273453, 0.11177521967877015]",0.114399989006963,0.003472015894057,0.118336841969385,0.11177521967877
25,100,2,30,"[[0.12435525763552, -0.0008420723229249, 0.0016869502755607], [-0.0008420723229249, 0.12792845875301, 0.0011649686042189], [0.0016869502755607, 0.0011649686042189, 0.12937213313926]]","[0.12353399663867023, 0.12787775775487495, 0.1302440951342449]",0.127218616509263,0.003403263998183,0.130244095134245,0.12353399663867
25,100,3,30,"[[0.13937244747935, 0.0023420442809308, -0.0016412333168855], [0.0023420442809308, 0.14242361982013, 0.0028044018994852], [-0.0016412333168855, 0.0028044018994852, 0.14094351028194]]","[0.13629290935408392, 0.14168667269465277, 0.14475999553268326]",0.14091319252714,0.004286209370307,0.144759995532683,0.136292909354084
25,100,4,30,"[[0.15407260404524, 0.0040873096764825, -0.0063166216624843], [0.0040873096764825, 0.15495444698365, 0.001503980542288], [-0.0063166216624843, 0.001503980542288, 0.14802224167445]]","[0.1430063081748575, 0.15978421539719834, 0.15425876913128408]",0.152349764234447,0.008550308033193,0.159784215397198,0.143006308174857
25,100,5,30,"[[0.16283861721371, 0.0054720913298456, -0.0064911655265091], [0.0054720913298456, 0.16255854831772, 0.0048918266748646], [-0.0064911655265091, 0.0048918266748646, 0.16075801128423]]","[0.15073116208249865, 0.16879251418401672, 0.16663150054914486]",0.16205172560522,0.009863258276883,0.168792514184017,0.150731162082499
25,100,6,30,"[[0.16095521379359, 0.0040433101486479, -0.0085366103315859], [0.0040433101486479, 0.16495617440771, 0.0066054771047745], [-0.0085366103315859, 0.0066054771047745, 0.1611935439965]]","[0.14896566425069152, 0.16728969569483232, 0.17084957225227607]",0.1623683107326,0.011742716032304,0.170849572252276,0.148965664250691
25,100,1,35,"[[0.13577002762464, 0.0004005420842979, -0.0032227915903124], [0.0004005420842979, 0.13014074933128, 0.0022830022150769], [-0.0032227915903124, 0.0022830022150769, 0.1335825364928]]","[0.1382150738152655, 0.13280257171530715, 0.12847566791814743]",0.13316443781624,0.004879776338467,0.138215073815265,0.128475667918147
25,100,2,35,"[[0.1483055039553, 0.0011078943180787, 0.0016660600276479], [0.0011078943180787, 0.14790725330203, 0.0013742420792813], [0.0016660600276479, 0.0013742420792813, 0.1510714839621]]","[0.15249911745922182, 0.14698062587069538, 0.14780449788951283]",0.149094747073143,0.00297691023883,0.152499117459222,0.146980625870695
25,100,3,35,"[[0.16198259331744, 0.0009685878233897, -0.0036262253820934], [0.0009685878233897, 0.16385882055847, 0.0015424916493848], [-0.0036262253820934, 0.0015424916493848, 0.16369150419904]]","[0.15855126905292083, 0.1667125350743997, 0.16426911394762955]",0.163177639358317,0.004188681576901,0.1667125350744,0.158551269052921
25,100,4,35,"[[0.18023185285421, 0.0019627553030993, -0.0097275924285094], [0.0019627553030993, 0.17997262020812, 0.0006445184237053], [-0.0097275924285094, 0.0006445184237053, 0.17089927436021]]","[0.16461102836048308, 0.18662032586944627, 0.17987239319261086]",0.17703458247418,0.011275733743963,0.186620325869446,0.164611028360483
25,100,5,35,"[[0.18579751410881, 0.010346833331951, -0.0067002022298104], [0.010346833331951, 0.18899626297127, 0.0071784070315034], [-0.0067002022298104, 0.0071784070315034, 0.1852353417412]]","[0.17046181120589232, 0.19801020227414068, 0.19155710534124695]",0.186676372940427,0.014408144370064,0.198010202274141,0.170461811205892
25,100,6,35,"[[0.19052592322241, 0.0068636650202858, -0.0061599013695694], [0.0068636650202858, 0.18986181160376, 0.0064854233772071], [-0.0061599013695694, 0.0064854233772071, 0.18456769688616]]","[0.17497873208107298, 0.1970655893638379, 0.19291111026741933]",0.188318477237443,0.011737824533035,0.197065589363838,0.174978732081073
25,100,1,40,"[[0.1634659621506, 0.0022191728733504, 0.0004918168800553], [0.0022191728733504, 0.15803171211091, 0.0063010801552147], [0.0004918168800553, 0.0063010801552147, 0.15793525260685]]","[0.16588184678690693, 0.16199570638741556, 0.15155537369403743]",0.159810975622787,0.007408896287951,0.165881846786907,0.151555373694037
25,100,2,40,"[[0.17856718214206, -0.0036031292279949, 0.0021790499119565], [-0.0036031292279949, 0.17581340554384, 0.0024134522751468], [0.0021790499119565, 0.0024134522751468, 0.1777165202122]]","[0.17162248755645143, 0.18113468812720315, 0.17933993221444544]",0.1773657026327,0.005054075262165,0.181134688127203,0.171622487556451
25,100,3,40,"[[0.19200810206277, 0.0032575559724226, -0.0015659278310567], [0.0032575559724226, 0.19422656691853, -0.000853265401565], [-0.0015659278310567, -0.000853265401565, 0.19270478140897]]","[0.19714914062284725, 0.18946632781810516, 0.1923239819493175]",0.192979816796757,0.003883167863808,0.197149140622847,0.189466327818105
25,100,4,40,"[[0.21022395050269, 0.003204221049235, -0.010793288214318], [0.003204221049235, 0.20655717146332, -0.0027000987671029], [-0.010793288214318, -0.0027000987671029, 0.20169839062959]]","[0.21896654041085273, 0.19434043532949288, 0.20517253685525455]",0.206159837531867,0.012342703708632,0.218966540410853,0.194340435329493
25,100,5,40,"[[0.21584848887974, 0.010790742778727, -0.007427760015289], [0.010790742778727, 0.2126265509739, 0.0027597961203558], [-0.007427760015289, 0.0027597961203558, 0.22000387217386]]","[0.20074614167380891, 0.2277037232759699, 0.22002904707772114]",0.2161596373425,0.013889098251275,0.22770372327597,0.200746141673809
25,100,6,40,"[[0.22034582264633, 0.0049830446785551, -0.0055194969340705], [0.0049830446785551, 0.21427989391239, 0.0027023339332552], [-0.0055194969340705, 0.0027023339332552, 0.21451350755156]]","[0.20742490356865434, 0.22463437401553796, 0.21707994652608756]",0.216379741370093,0.008626075800206,0.224634374015538,0.207424903568654
25,100,1,45,"[[0.1962739866335, 0.0010412997911763, 0.000261599800719], [0.0010412997911763, 0.19058149868527, 0.0036400014024008], [0.000261599800719, 0.0036400014024008, 0.19073525669372]]","[0.1966613754232456, 0.1939461030902361, 0.1869832634990083]",0.192530247337497,0.004991988405329,0.196661375423246,0.186983263499008
25,100,2,45,"[[0.20937574610257, -0.0023258159952053, 0.0047936844950482], [-0.0023258159952053, 0.21009144612756, -0.0010492887536616], [0.0047936844950482, -0.0010492887536616, 0.21588256875955]]","[0.21889520728183523, 0.206156946061295, 0.2102976076465498]",0.211783253663227,0.006497782913874,0.218895207281835,0.206156946061295
25,100,3,45,"[[0.22962830764611, -0.002356080109615, -0.0005003760377287], [-0.002356080109615, 0.22896960045264, -0.0016143947412362], [-0.0005003760377287, -0.0016143947412362, 0.21816819748946]]","[0.23171360124514567, 0.2271822540364544, 0.21787025030661009]",0.225588701862737,0.007057913834812,0.231713601245146,0.21787025030661
25,100,4,45,"[[0.24663142192445, 0.0068078891400374, -0.011769137731259], [0.0068078891400374, 0.23779556582011, -0.003875371209565], [-0.011769137731259, -0.003875371209565, 0.24240392973693]]","[0.25925366172651615, 0.23198511647047126, 0.23559213928450226]",0.24227697249383,0.014812448696034,0.259253661726516,0.231985116470471
25,100,5,45,"[[0.25280595661458, 0.01540520210235, -0.010431916275169], [0.01540520210235, 0.24283768719424, 0.0040883252695615], [-0.010431916275169, 0.0040883252695615, 0.25708031567869]]","[0.2284057928269761, 0.2682016677962213, 0.2561164988643125]",0.250907986495837,0.020402802919241,0.268201667796221,0.228405792826976
25,100,6,45,"[[0.25962879624196, 0.0077374103769393, -0.0088646105716545], [0.0077374103769393, 0.24223567252095, 0.0023991807311387], [-0.0088646105716545, 0.0023991807311387, 0.2556313929867]]","[0.23746875272970128, 0.26761441615395853, 0.25241269286595025]",0.252498620583203,0.015073015408391,0.267614416153958,0.237468752729701
25,100,1,50,"[[0.23205316162553, -0.0002163722739055, 0.0008947343274032], [-0.0002163722739055, 0.22537953789165, 0.0084069711313006], [0.0008947343274032, 0.0084069711313006, 0.22681191571607]]","[0.21761776412318354, 0.23199059881085748, 0.23463625229920923]",0.228081538411083,0.009157936440934,0.234636252299209,0.217617764123183
